frame_name,activity,activity_confidence,person_id,bbox,confidence,face_detected,face_bbox,sentiment,sentiment_score,emotional_intensity
frame000001.png,phone_usage,0.22474993765354156,001,"[863, 318, 1240, 714]",0.9369449019432068,True,"[1084, 412, 1213, 593]",neutral,0.6728272535444048,0.5098198169238745
frame000001.png,phone_usage,0.22474993765354156,002,"[226, 4, 696, 712]",0.9138672947883606,True,"[508, 209, 678, 459]",sad,0.782127725793591,0.5915050912526199
frame000001.png,phone_usage,0.22474993765354156,003,"[509, 136, 927, 713]",0.8838731050491333,True,"[715, 242, 873, 473]",neutral,0.7683755170735787,0.6062155053827654
frame000001.png,phone_usage,0.22474993765354156,004,"[0, 97, 237, 713]",0.8694596886634827,True,"[7, 153, 220, 490]",angry,0.9980983869330862,0.991073571151071
frame000002.png,phone_usage,0.19259782135486603,001,"[863, 303, 1254, 714]",0.9398305416107178,True,"[1096, 399, 1222, 579]",neutral,0.6685031454700416,0.4490892158894999
frame000002.png,phone_usage,0.19259782135486603,002,"[214, 3, 685, 712]",0.9208602905273438,True,"[505, 180, 675, 437]",sad,0.8548838130644568,0.6974390344137064
frame000002.png,phone_usage,0.19259782135486603,003,"[506, 118, 936, 712]",0.9001004695892334,True,"[714, 224, 872, 452]",sad,0.7444605291743163,0.6001929358708211
frame000002.png,phone_usage,0.19259782135486603,004,"[0, 92, 232, 711]",0.8899726271629333,True,"[0, 172, 216, 493]",sad,0.9020712541979989,0.7421763352455588
frame000003.png,phone_usage,0.4458179771900177,001,"[860, 283, 1270, 714]",0.9317865967750549,True,"[1100, 368, 1235, 553]",sad,0.7474665027552169,0.622015124280862
frame000003.png,phone_usage,0.4458179771900177,002,"[207, 3, 679, 712]",0.9050353765487671,True,"[501, 150, 676, 408]",sad,0.7955904862258506,0.6468772044734593
frame000003.png,phone_usage,0.4458179771900177,003,"[506, 91, 954, 710]",0.8543097376823425,True,"[719, 194, 872, 423]",sad,0.5585286626459276,0.36995992484316453
frame000003.png,phone_usage,0.4458179771900177,004,"[0, 71, 233, 711]",0.8832864165306091,True,"[0, 152, 223, 477]",sad,0.9993834986264332,0.9965951579278551
frame000004.png,phone_usage,0.5571470856666565,001,"[849, 245, 1280, 710]",0.9346885085105896,True,"[1101, 324, 1239, 513]",sad,0.8556507497317477,0.6900644810301396
frame000004.png,phone_usage,0.5571470856666565,002,"[210, 4, 682, 713]",0.7871630787849426,True,"[499, 108, 671, 358]",neutral,0.8966637253267679,0.7902668337083145
frame000004.png,phone_usage,0.5571470856666565,003,"[514, 52, 991, 710]",0.8548890948295593,True,"[715, 151, 873, 379]",sad,0.5437200112271245,0.4434833698091192
frame000004.png,phone_usage,0.5571470856666565,004,"[0, 32, 246, 710]",0.9008294939994812,True,"[0, 101, 224, 447]",sad,0.9983063705337936,0.9915851822037651
frame000005.png,phone_usage,0.23478849232196808,001,"[832, 203, 1280, 707]",0.9226557612419128,True,"[1114, 291, 1234, 469]",neutral,0.9204911701854688,0.8127693668434953
frame000005.png,phone_usage,0.23478849232196808,002,"[243, 1, 722, 712]",0.9279359579086304,True,"[484, 51, 660, 310]",fear,0.5911283293787882,0.5756795238179095
frame000005.png,phone_usage,0.23478849232196808,003,"[503, 12, 1009, 712]",0.9105345010757446,True,"[711, 111, 874, 338]",sad,0.6756419284370361,0.4612147819744188
frame000005.png,phone_usage,0.23478849232196808,004,"[0, 5, 255, 710]",0.891533374786377,True,"[0, 44, 225, 401]",sad,0.98984645239348,0.9616486073269792
frame000006.png,phone_usage,0.3756478726863861,001,"[816, 158, 1280, 705]",0.906536877155304,True,"[1116, 246, 1236, 426]",neutral,0.8448320788828626,0.6653410836163907
frame000006.png,phone_usage,0.3756478726863861,002,"[254, 2, 738, 713]",0.6870341897010803,True,"[494, 11, 663, 266]",sad,0.6481018753845983,0.577024032799616
frame000006.png,phone_usage,0.3756478726863861,003,"[500, 0, 1014, 709]",0.8698983192443848,True,"[500, 8, 663, 266]",neutral,0.7161493680626178,0.6213096855354323
frame000006.png,phone_usage,0.3756478726863861,004,"[0, 0, 260, 709]",0.901079535484314,True,"[0, 0, 228, 356]",sad,0.9211072688193241,0.8055884863449914
frame000007.png,reading,0.08778342604637146,001,"[803, 112, 1280, 699]",0.8906514048576355,True,"[1112, 201, 1232, 386]",sad,0.5171024981391498,0.565639855276007
frame000007.png,reading,0.08778342604637146,002,"[298, 3, 795, 712]",0.7026978731155396,True,"[499, 3, 670, 247]",neutral,0.6180669581590769,0.5191661413323612
frame000007.png,reading,0.08778342604637146,004,"[0, 0, 264, 708]",0.8781077265739441,True,"[0, 0, 235, 353]",angry,0.5222447131593853,0.37979680513036806
frame000008.png,reading,0.1464349627494812,001,"[808, 73, 1280, 650]",0.8345088362693787,True,"[1110, 157, 1234, 340]",neutral,0.7200728422989109,0.5970739386505834
frame000008.png,reading,0.1464349627494812,004,"[0, 0, 271, 710]",0.7112194299697876,True,"[7, 0, 199, 291]",angry,0.9994441835346951,0.997009003344523
frame000008.png,reading,0.1464349627494812,003,"[502, 0, 1006, 694]",0.6975468993186951,True,"[707, 0, 871, 230]",neutral,0.46914883298577104,0.3603647391335455
frame000009.png,group_activity,0.07325605303049088,001,"[823, 56, 1280, 604]",0.7911379933357239,True,"[1113, 116, 1231, 296]",neutral,0.9935785861231884,0.9754901235039037
frame000009.png,group_activity,0.07325605303049088,003,"[583, 0, 1104, 699]",0.7490220665931702,True,"[700, 0, 869, 239]",sad,0.9990437152528946,0.9951940690979851
frame000009.png,group_activity,0.07325605303049088,002,"[275, 0, 777, 710]",0.6146814823150635,True,"[490, 0, 668, 249]",neutral,0.8400609351219728,0.6961088312392406
frame000010.png,reading,0.09772655367851257,001,"[808, 11, 1280, 605]",0.8128679394721985,True,"[1106, 71, 1228, 259]",neutral,0.4908074517048748,0.3606087877446935
frame000010.png,reading,0.09772655367851257,002,"[261, 0, 766, 705]",0.7904973030090332,True,"[486, 0, 651, 232]",sad,0.9999999999982958,1.000000000036712
frame000010.png,reading,0.09772655367851257,004,"[89, 0, 377, 707]",0.6175216436386108,True,"[89, 0, 254, 255]",sad,0.964392979080205,0.9038398741252193
frame000011.png,reading,0.10047361254692078,001,"[821, 0, 1280, 563]",0.7735145688056946,True,"[1087, 42, 1235, 246]",sad,0.9587631399826947,0.8657991310870565
frame000011.png,reading,0.10047361254692078,002,"[280, 0, 793, 700]",0.6246638298034668,True,"[466, 0, 615, 186]",sad,0.9999999597589987,0.9999995493580922
frame000011.png,reading,0.10047361254692078,003,"[610, 0, 1157, 703]",0.7097188234329224,True,"[687, 0, 858, 260]",sad,0.9999846998705927,0.9998850888934442
frame000012.png,reading,0.1266607642173767,001,"[827, 0, 1280, 550]",0.6926232576370239,True,"[1089, 38, 1237, 241]",sad,0.5501409301369832,0.5663205999242404
frame000012.png,reading,0.1266607642173767,002,"[306, 0, 836, 702]",0.7048385739326477,True,"[458, 0, 612, 185]",sad,0.9993012975872416,0.9963381470994574
frame000013.png,making_funny,0.16021546721458435,002,"[273, 58, 818, 713]",0.8923624753952026,True,"[395, 110, 664, 526]",happy,0.9845061864411597,0.9502774014747929
frame000014.png,making_funny,0.11231926083564758,002,"[325, 114, 897, 718]",0.9054855108261108,True,"[431, 163, 697, 586]",happy,0.9948194803985716,0.9798449044897729
frame000015.png,making_funny,0.10846003144979477,002,"[332, 152, 936, 719]",0.8837881684303284,True,"[432, 178, 690, 588]",happy,0.9655764570243018,0.9068658519217806
